Questions,Category,Bloom Level
"Briefly describe the properties of wood in terms of density, thermal insulation, chemical resistance and strength. ",BT2,Understand
Draw and explain bidirectional shift register.,BT1,Remember
Determine the oxide capacitance. ,BT3,Apply
With neat sketch describe injection molding process with its advantages.,BT1,Remember
Discuss FOUR (4) economic roles of money market. ,BT2,Understand
"Discuss the feasibility of dam site, with dipping and horizontal strata.",BT1,Remember
"Assume the mean height of soldiers to be 68.22 inches with a variance of 10.8 inches square. How many soldiers in a regiment of 10,000 would you expect to be over 6 feet? Assume area (0 < z < 1.15) = 0.3749 where z is the standard normal variate.",BT3,Apply
What are various types of Cast Iron?,BT1,Remember
What is register renaming?,BT1,Remember
Explain FOUR (4) factors in the Globalization of Financial Markets. ,BT2,Understand
Explain in detail Ruling process.,BT1,Remember
"What are different types of curves, explain any one with sketch .",BT1,Remember
Define formwork.,BT1,Remember
Write a short note on Ocean thermal energy conversion.,BT1,Remember
Write a short note on IC LM 317.,BT1,Remember
Explain with neat sketch the Peak and Residual shear strengths of soils.,BT2,Understand
Calculate the coefficient of correlation from the following data.,BT3,Apply
Explain photolysis of water molecules using coordination catalysis.,BT4,Analyze
"With the aid of a diagram, explain LOCOS. ",BT2,Understand
Find the Shear Force Diagram and Bending Moment diagram for beam in figure below.,BT3,Apply
Implement Priority queue using linked representation and mention the time complexity of operations.,BT3,Apply
Define the following terms w.r.t PLL.,BT1,Remember
A Pelton wheel is to be designed for the following specifications.,BT3,Apply
Explain necessity of nitrogeneous fertilizers produced from Ammonia.,BT4,Analyze
Explain Welding Inspection briefly.,BT1,Remember
Explain Dequeue with the insert and delete operations performed on it.,BT1,Remember
What do you mean by excitation table of flip flop?,BT1,Remember
Why 3 phase induction is also called as generalised transformer?,BT1,Remember
With the necessary diagrams explain entering and leaving V86 mode?,BT1,Remember
Explain the functions of LCD pins and draw the interfacing diagram of LCD with Arduino board.,BT2,Understand
Explain Producer and consumer problem in Classical Synchronization.,BT1,Remember
What is the Importance of Good Communication Skills?,BT1,Remember
Show that the Fermi-Dirac function is a step function at T = 0 K. ,BT3,Apply
Evaluate ()C34 21zdzzz+ +ï²ï  where c is the circle 1z=.,BT3,Apply
The total load of the power system is not constant but varies thoughout the day and reaches a different peak value from one day to another.,BT1,Remember
Write an algorithm to evaluate postfix expression.,BT1,Remember
Consider following Database.,BT3,Apply
An oil of specific gravity 0.,BT3,Apply
Calculate the market demand and market supply in table form. ,BT3,Apply
With  suitable program segments describe the usage of âSuperâ Keyword,BT1,Remember
Explain the disadvantages of polynomial representation using an array.,BT2,Understand
Discuss the advantages of FinFETS over planar MOSFETs. ,BT2,Understand
Determine the type of MOSFET. ,BT3,Apply
What do you mean by Totem Pole output?,BT1,Remember
What is the difference between dielectric material and insulating material?,BT4,Analyze
Explain the strong acid strong base titration with the help of titration curve and indicators.,BT4,Analyze
Consider the following processes where arrisal and barst time are as given below. Calculate the average waiting time and average turn aroundtime if the processes are scheduled using FCFS.,BT3,Apply
Differentiate between Orthographic Projection and Isometric Projection.,BT4,Analyze
Define with units,BT1,Remember
What is IT infrastructure and what are the stages and drivers of IT infrastructure evolution?,BT1,Remember
Explain sequence of events that occur in Fetch cycle symbolically with diagram at each stage.,BT4,Analyze
Explain any two types of Speed Control methods of 3 phase Induction Motor.,BT1,Remember
Describe the major Design Rules of RISC philosophy?,BT1,Remember
What is semaphore?,BT1,Remember
Design constant K-low pass filter to have a cut-off frequency of 796 Hz when terminated in a 600 ï resistance in both the T and Ï configurations.,BT3,Apply
Foundation design is required the study and examination of multiple components which is a highly specialized the function and usually is performed by a structural engineer. Inspect the components which have to include in the designing of a building foundation. ,BT4,Analyze
What is fractal?,BT1,Remember
Write pseudo-micro-steps for the following operations. Register transfer and fetching a word from memory.,BT1,Remember
What is an ASM Chart?,BT1,Remember
Write an algorithm for evaluating  a postfix expressioin using stack.,BT2,Understand
Outline how storage buffers may be deployed in automated production lines.,BT1,Remember
Derive the expression for rise in pressure in the impeller of a centrifugal pump.,BT4,Analyze
Write a program in C language to copy the contents of Port 2 to Port 1.,BT3,Apply
What is steel?,BT1,Remember
Two different soils were obtained during sampling and the distance between the two sites were only 100 meters apart. Discuss TWO soil forming factors which are most likely to explain the differences. ,BT2,Understand
Draw and explain programmers model of ARM processor.,BT1,Remember
What are the different algorithms and techniques used in managing cache memory.,BT1,Remember
Comment on Unconfined Compression test is special case of Triaxial Compression test.,BT4,Analyze
Derive the relegation ship between Springs in Series and Parallel.,BT4,Analyze
Find minimum spanning tree for the following graph using Prim âs Algorithm.,BT3,Apply
Draw the circuit diagram of three OP-AMP instrumentation amplifier and write its output equation.,BT1,Remember
Determine capacitance per phase per km of three phase transmission line when conductors are arranged in horizontal plane and 4 meter apart.,BT3,Apply
Explain rotation about an arbitrary axis in 3D.,BT3,Apply
Draw the energy band diagram of an intrinsic Si and label the band gap energy. ,BT2,Understand
Explain significance of any three dimensionless numbers used in various modes of heat transfer for thermal analysis.,BT1,Remember
Which are different file organization techniques?,BT1,Remember
A 75 mm diameter solid shaft is supported on end bearing 4 m apart.,BT3,Apply
State 3 advantages and 3 disadvantages of LVDT.,BT2,Understand
Differentiate between Terrestrial photogrammetry and Aerial photogrammetry?,BT1,Remember
What is Heat affected Zone?,BT1,Remember
Define Bank Capital and elaborate the functions of Bank Capital.,BT2,Understand
In two independent samples of size 8 and 10 the sum of squares deviations of the values form the respective sample means were 84.,BT3,Apply
Design a Francis turbine runner with the following data.,BT3,Apply
Classify different types of ADC and explain iwth diagram dual scope ADC.,BT1,Remember
Explain in details IEEE Standards for Representing floating point Numbers in following formats.,BT2,Understand
Briefly describe how riparian forests help in  reducing nitrate contamination in rivers reducing nitrate and streams. ,BT2,Understand
Distinguish between 'periodic inspection' and 'continuous inspection'. ,BT4,Analyze
With the help of block diagram explain Power measurement using 8051.,BT1,Remember
Define soil horizon and relate it with soil profile. ,BT2,Understand
The following system of equations was generated by applying mesh current law to the circuit.,BT3,Apply
Write a short note on V to I converter with grounded type load.,BT2,Understand
A series of five one day matches is to be played between India and Sri Lanka.,BT3,Apply
Discuss FIVE (5) main differences between aims and learning outcomes. ,BT2,Understand
Compute closure of the following set F of FD for relational schema.,BT3,Apply
In a normal distribution 31% of the items are under 45 and 8% are above 64. Find the mean and standard deviation of the distribution. Take Area (0 < z <1.4) = 0.42 and Area (0 < z < 0.5) = 0.19 where z is the standard normal variate.,BT3,Apply
